" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0028347","nm0649097","La tendre ennemie","La tendre ennemie","1936","Comedy,Fantasy,Romance"
"tt0028397","nm0737053","A Touch of the Moon","A Touch of the Moon","1936","Comedy"
"tt0028411","nm0208524","O Trevo de Quatro Folhas","O Trevo de Quatro Folhas","1936","Comedy,Musical"
"tt0028420","nm0799575,nm0017893","Tsirk","Tsirk","1936","Comedy,Musical"
"tt0028431","nm0874497","Two in Revolt","Two in Revolt","1936","Action,Adventure,Family"
"tt0028445","nm0719756","A Day in the Country","Partie de campagne","1936","Comedy,Drama,Romance"
"tt0028474","nm0097074","Our Boy","Våran pojke","1936","Drama"
"tt0028491","nm0384616","West of Nevada","West of Nevada","1936","Action,Comedy,Drama"
"tt0028499","nm0226189","The White Angel","The White Angel","1936","Biography,Drama"
"tt0028510","nm0942611","Winds of the Wasteland","Winds of the Wasteland","1936","Comedy,Romance,Western"
"tt0028516","nm0554249","Wolf's Clothing","Wolf's Clothing","1936","Comedy"
"tt0028530","nm0307435,nm0518117","Zhenitba","Zhenitba","1936","Comedy"
"tt0028549","nm0063412","El acero libertario","El acero libertario","1937","Documentary,Short,War"
"tt0028607","nm0309163","Bank Alarm","Bank Alarm","1937","Crime,Drama,Romance"
"tt0028610","\N","Barreiro","Barreiro","1937","Documentary"
"tt0028615","nm0250038","Beauty and the Barge","Beauty and the Barge","1937","Comedy"
"tt0028648","nm0484645","Border Cafe","Border Cafe","1937","Music,Romance,Western"
"tt0028672","nm0737053","Busman's Holiday","Busman's Holiday","1937","Comedy"
"tt0028707","nm0285946","Charlie Chan at Monte Carlo","Charlie Chan at Monte Carlo","1937","Comedy,Crime,Mystery"
"tt0028712","nm0384616","Cheyenne Rides Again","Cheyenne Rides Again","1937","Action,Adventure,Romance"
"tt0028841","nm0627087","Espionage","Espionage","1937","Drama"
"tt0028871","nm0783461","Find the Witness","Find the Witness","1937","Drama"
"tt0028889","nm0764206","Forjando la victoria","Forjando la victoria","1937","Documentary,Short,War"
"tt0028944","nm0291548,nm0281808,nm0532561,nm0939992","The Good Earth","The Good Earth","1937","Drama,Romance"
"tt0028985","nm0329574","Headline Crasher","Headline Crasher","1937","Drama,Romance"
"tt0028991","nm0737053","The Heirloom Mystery","The Heirloom Mystery","1936","Drama"
"tt0029030","nm0000406","The Hurricane","The Hurricane","1937","Action,Drama,Romance"
"tt0029118","nm0524995","The Last Gangster","The Last Gangster","1937","Crime,Drama,Thriller"
"tt0029174","nm0929649","The Luck of Roaring Camp","The Luck of Roaring Camp","1937","Adventure,Western"
"tt0029189","nm0311174","Mai lányok","Mai lányok","1937","Comedy"
"tt0029203","nm0408433","The Man Who Made Diamonds","The Man Who Made Diamonds","1937","Crime,Drama"
"tt0024883","nm0102908","Between Men","Between Men","1935","Western"
"tt0024950","nm0131460","Three Cornered Hat","Il cappello a tre punte","1935","Comedy"
"tt0026079","nm0802862","April, April!","April, April!","1935","Comedy"
"tt0026108","nm0448915","The Best Man Wins","The Best Man Wins","1935","Crime,Drama"
"tt0026191","nm0001328","Ceiling Zero","Ceiling Zero","1936","Adventure,Drama,Romance"
"tt0026263","nm0782682","The Daring Young Man","The Daring Young Man","1935","Comedy"
"tt0026274","nm0059400","Devdas","Devdas","1936","Drama,Romance"
"tt0026412","nm0006943","The Girl Who Came Back","The Girl Who Came Back","1935","Crime,Drama,Romance"
"tt0026461","nm0003904,nm0220131,nm0652392","The Saint and Her Fool","Die Heilige und ihr Narr","1935",NULL
"tt0026476","nm0924901","His Marriage Mix-up","His Marriage Mix-up","1935","Comedy,Short"
"tt0026562","nm0127511","The Keeper of the Bees","The Keeper of the Bees","1935","Drama,Romance,War"
"tt0026593","nm0342417","Ladies Crave Excitement","Ladies Crave Excitement","1935","Action,Comedy,Drama"
"tt0026617","nm0727999","The Leather Necker","The Leather Necker","1935","Comedy,Short"
"tt0026657","nm0767701","Loves of a Dictator","The Dictator","1935","History,Romance"
"tt0026697","nm0437356","Melody Trail","Melody Trail","1935","Musical,Western"
"tt0032875","nm0729524","Le chemineau","Le chemineau","1935","Drama"
"tt0029300","nm0281487","Never Should Have Told You","Never Should Have Told You","1937","Animation,Music,Short"
"tt0029301","nm0531674","It's Never Too Late to Mend","It's Never Too Late to Mend","1937","Drama"
"tt0029303","nm0419265","New Faces of 1937","New Faces of 1937","1937","Comedy,Musical,Romance"
"tt0029359","nm0628308","Our Royal Heritage","Our Royal Heritage","1937","Documentary"
"tt0029361","nm0127511","The Outcasts of Poker Flat","The Outcasts of Poker Flat","1937","History,Romance,Western"
"tt0029368","nm0746280,nm0280766","Pan","Pan","1937",NULL
"tt0029409","nm0281487","Please Keep Me in Your Dreams","Please Keep Me in Your Dreams","1937","Animation,Music,Short"
"tt0029541","nm0568915","Sh! The Octopus","Sh! The Octopus","1937","Comedy,Mystery,Thriller"
"tt0029589","nm0846505","Song of the City","Song of the City","1937","Drama,Musical"
"tt0029620","nm0000813","A Sunbonnet Blue","A Sunbonnet Blue","1937","Animation,Comedy,Family"
"tt0029635","nm0384682","Take a Chance","Take a Chance","1937","Comedy"
"tt0029654","nm0391750,nm0453245","There Goes My Girl","There Goes My Girl","1937","Action,Adventure,Comedy"
"tt0029715","nm0917467","Unter Ausschluß der Öffentlichkeit","Unter Ausschluß der Öffentlichkeit","1937",NULL
"tt0029846","nm0467396","Affairs of Maupassant","Tagebuch der Geliebten","1935","Drama,Romance"
"tt0029973","nm0292497","Carry on London","Carry on London","1937",NULL
"tt0127208","nm0774256","Rasmines bryllup","Rasmines bryllup","1935","Comedy,Family"
"tt0127426","nm0836701,nm0002165","Andere Welt","Andere Welt","1937",NULL
"tt0127574","\N","Ginástica nas Escolas","Ginástica nas Escolas","1936","Documentary"
"tt0127613","nm0578933","Jardim Botânico","Jardim Botânico","1936","Documentary"
"tt0127669","nm0114162","Love Life of a Gorilla","Love Life of a Gorilla","1937","Documentary"
"tt0127700","\N","Navios para a Pesca do Bacalhau","Navios para a Pesca do Bacalhau","1937","Documentary"
"tt0127733","\N","Pombal","Pombal","1937","Documentary"
"tt0127752","\N","Refinação Mecânica","Refinação Mecânica","1936","Documentary"
"tt0130240","nm0251456","Der Schlafwagenkontrolleur","Der Schlafwagenkontrolleur","1935",NULL
"tt0127890","\N","Sinfonia do Éter","Sinfonia do Éter","1936","Documentary"
"tt0128084","\N","Bragança","Bragança","1936","Documentary"
"tt0128186","\N","Entre-os-Rios","Entre-os-Rios","1936","Documentary"
"tt0128391","\N","Paisagens da Beira Alta","Paisagens da Beira Alta","1936","Documentary"
"tt0132302","nm0303120","Manege","Manege","1937","Drama"
"tt0128830","\N","Vistas do Norte","Vistas do Norte","1937","Documentary"
"tt0128848","nm0184226","O XIII Portugal-Espanha em Futebol","O XIII Portugal-Espanha em Futebol","1937","Documentary"
"tt0144602","nm0117275","Sexton Blake and the Mademoiselle","Sexton Blake and the Mademoiselle","1935","Mystery"
"tt0140862","nm0319013","Bold King Cole","Bold King Cole","1936","Animation,Comedy,Family"
"tt0141645","nm0257068","The Night with the Emperor","Die Nacht mit dem Kaiser","1936","Comedy"
"tt0141831","nm0412650","Skeleton Frolics","Skeleton Frolics","1937","Animation,Comedy,Horror"
"tt0145790","nm0718201","Galathea: Das lebende Marmorbild","Galathea: Das lebende Marmorbild","1935","Animation,Short"
"tt0146249","nm0060742","Robin Hood","Robin Hood","1935","Animation"
"tt0132929","nm0379092","The Drunkard","The Drunkard","1935","Drama"
"tt0133358","nm0576901","Alles für die Firma","Alles für die Firma","1935",NULL
"tt0150744","\N","The Gold Getters","The Gold Getters","1935","Animation,Short"
"tt0148165","\N","Foodball Bugs","Foodball Bugs","1936","Animation,Short"
"tt0151501","nm0365489,nm0332441","The Masque Rade","The Masque Rade","1937","Animation,Short"
"tt0151515","nm0856056,nm0608487","The Mayflower","The Mayflower","1935","Animation,Short"
"tt0151608","nm0319013,nm0658476","Molly Moo Cow and Robinson Crusoe","Molly Moo Cow and Robinson Crusoe","1936","Animation,Comedy,Family"
"tt0151609","nm0658476,nm0319013","Molly Moo-Cow and the Indians","Molly Moo-Cow and the Indians","1935","Animation,Comedy,Short"
"tt0149870","nm0205074,nm0330207","The Big Game Haunt","The Big Game Haunt","1937","Animation,Short"
"tt0151925","nm0332441,nm0365489","The Peace Conference","The Peace Conference","1935","Animation,Short"
"tt0151934","nm0608487,nm0856056","Peg Leg Pete, the Pirate","Peg Leg Pete, the Pirate","1935","Animation,Short"
"tt0154251","nm0695456","Boys Will Be Girls","Boys Will Be Girls","1937","Comedy"
"tt0159229","nm0439107","80 Mile Speed","120-as tempó","1937","Comedy"
"tt0157209","nm0173017","School for Coquettes","L'école des cocottes","1935",NULL
"tt0157403","nm0122173","Bishabriksha","Bishabriksha","1936",NULL
"tt0171157","nm0303120","The Divine Spark","The Divine Spark","1935","Musical"
"tt0164040","nm0520419","Gracie at the Bat","Gracie at the Bat","1937","Comedy,Short"
"tt0165432","nm0838820","The Price of Folly","The Price of Folly","1937","Drama"
"tt0163013","nm0520419","It Always Happens","It Always Happens","1935","Comedy,Short"
"tt0168793","nm0662032","The Five Pound Man","The Five Pound Man","1937","Comedy"
"tt0171173","nm0745577","Le chant de l'amour","Le chant de l'amour","1935",NULL
"tt0172475","nm0777706","Fun in a Fire House","Fun in a Fire House","1936","Comedy,Music,Short"
"tt0173319","nm0777706","Television Highlights","Television Highlights","1936","Comedy,Music,Short"
"tt0184402","nm0778306,nm0884152","Les dieux s'amusent","Les dieux s'amusent","1935","Comedy"
"tt0182178","nm0285551","Going Places with Lowell Thomas, #31","Going Places with Lowell Thomas, #31","1936","Documentary,Short"
"tt0175116","nm0777706","Rhapsody in Zoo","Rhapsody in Zoo","1937","Comedy,Music,Short"
"tt0185660","nm0898106","Sangre de selva","Sangre de selva","1937",NULL
"tt0187437","nm0869664","The Rainbow Pass","The Rainbow Pass","1937","Short"
"tt0199377","nm0005731","Bourrachon","Bourrachon","1935",NULL
"tt0193005","nm0477087","Bian fang xue lei","Bian fang xue lei","1937","Drama"
"tt0193721","nm0004454,nm0626885","Antonia","Antonia, romance hongroise","1935",NULL
"tt0193744","nm0950680","Bai bao tu","Bai bao tu","1936",NULL
"tt0193982","nm0802563,nm0592238","Symphonie D'Amour","Le grand refrain","1936","Comedy,Drama,Musical"
"tt0194749","nm0078016","La chaste Suzanne","La chaste Suzanne","1937","Comedy"
"tt0194766","nm0160108","Compartiment de dames seules","Compartiment de dames seules","1935",NULL
"tt0175677","nm0030720,nm0790828","The Golden Valley","Narindjis veli","1937","Action,Comedy,Drama"
"tt0195713","nm0078016","The Flame","La flamme","1936",NULL
"tt0214749","nm0727999","Happy Tho' Married","Happy Tho' Married","1935","Comedy,Short"
"tt0205562","nm0508496","Ye hui","Ye hui","1936",NULL
"tt0214829","nm0304364","Kal Parinaya","Kal Parinaya","1936",NULL
"tt0237803","nm0538305","Tarubala","Tarubala","1936",NULL
"tt0219873","nm0887730","Het leven is niet zo kwaad","Het leven is niet zo kwaad","1935",NULL
"tt0229085","nm0013605","These Men","¡Esos hombres!","1937","Comedy,Drama"
"tt0252206","nm0227324","That's Life","Afti einai i zoi","1935","Drama,Romance"
"tt0249134","nm0401081","Sarati the Terrible","Sarati, le terrible","1937","Drama"
"tt0249460","nm0091380","Dahinten in der Heide","Dahinten in der Heide","1936",NULL
"tt0249586","nm0879624,nm0230052,nm2880709","Hra bublinek","Hra bublinek","1936","Animation,Short"
"tt0240539","nm0029049","Gibel sensatsii","Gibel sensatsii","1935","Fantasy,Sci-Fi"
"tt0247650","nm0621265","Rajambal","Rajambal","1935",NULL
"tt0247678","\N","Ein Rückblick","Ein Rückblick","1936",NULL
"tt0252739","nm0671708","Muraliwala","Muraliwala","1935",NULL
"tt0259627","\N","Tele-Ho!","Tele-Ho!","1937","Short"
"tt0276318","nm0157070","Wife No. 2","Mar'ati numera ithnain","1937","Comedy,Romance"
"tt0262947","\N","Cabaret Cruise","Cabaret Cruise","1937","Music"
"tt0264475","nm0794608","Chervonyj dozor","Chervonyj dozor","1936",NULL
"tt0269626","nm0898521","Nigah-e-Nafrat","Nigah-e-Nafrat","1935",NULL
"tt0283671","nm0111278","Vyderac","Vyderac","1937","Drama"
"tt0326733","nm0914923","Any Old Port","Any Old Port","1936","Comedy,Short"
"tt0281136","nm0019328","River Hoogli","River Hoogli","1936","Documentary"
"tt0281916","\N","Hommage au poilu inconnu belge","Hommage au poilu inconnu belge","1935","Documentary"
"tt0297200","\N","Johan Bülow","Johan Bülow","1936",NULL
"tt0305893","\N","Niels Bukh","Niels Bukh","1937","Documentary"
"tt0280710","nm0144968,nm0719019","Grand feu à Parfondruy","Grand feu à Parfondruy","1937","Documentary,Short"
"tt0316688","\N","Storbyens symfoni","Storbyens symfoni","1935",NULL
"tt0327021","nm0166836","Love in September","Love in September","1936","Comedy,Short"
"tt0379325","\N","Jawahire Hind","Jawahire Hind","1937",NULL
"tt0341591","\N","The Stars Can't Be Wrong","The Stars Can't Be Wrong","1936","Music,Short"
"tt0375980","nm0409789","Miss Manorama","Miss Manorama","1935","Drama"
"tt0407328","\N","The Workhouse Ward","The Workhouse Ward","1936",NULL
"tt0384610","\N","Toofani Khazana","Toofani Khazana","1937",NULL
"tt0384903","\N","Dalit Kusum","Dalit Kusum","1936",NULL
"tt0398188","\N","Maut Ka Toofan","Maut Ka Toofan","1935",NULL
"tt0433788","nm1773589","Arima neko","Arima neko","1937","Horror"
"tt0463064","nm0171385","I due barbieri","I due barbieri","1937",NULL
"tt0437264","nm0913829","Jazz no machikado","Jazz no machikado","1935",NULL
"tt0455107","nm0433292","Frauen wollen betrogen sein","Frauen wollen betrogen sein","1937","Short"
"tt0455789","nm1880559","A Street of Memory","A Street of Memory","1937","Documentary,Short"
"tt0772804","\N","Equity Musical Revue No. 4","Equity Musical Revue No. 4","1935","Music,Short"
"tt0945497","nm2519171","The Last Light of Day","The Last Light of Day","1935","Drama"
"tt0876422","nm0620661","Beniya kômori","Beniya kômori","1936",NULL
"tt0996669","nm1012461","Vorsicht am Platze. Vorsicht, Vorsicht, Vorsicht!","Vorsicht am Platze. Vorsicht, Vorsicht, Vorsicht!","1937","Short"
"tt0997452","nm0160280","He's a Prince","He's a Prince","1935","Comedy,Short"
"tt0026037","nm0281487","Adventures of Popeye","Adventures of Popeye","1935","Animation,Comedy,Short"
"tt0989082","nm0147902","Tance góralskie","Tance góralskie","1935","Documentary,Short"
"tt0025087","nm0657535","L'eredità dello zio","L'eredità dello zio buonanima","1935","Comedy"
"tt0026043","nm0502752","After Office Hours","After Office Hours","1935","Comedy,Crime,Drama"
"tt0025556","nm0304098","Napoléon Bonaparte","Napoléon Bonaparte","1935","Biography,Drama"
"tt0025636","nm0844538","Patricio Looked at a Star","Patricio miró a una estrella","1935",NULL
"tt0026110","nm0281487","Betty Boop with Henry the Funniest Living American","Betty Boop with Henry the Funniest Living American","1935","Animation,Comedy,Family"
"tt0026124","nm0245385","Black Sheep","Black Sheep","1935","Drama,Romance"
"tt0026132","nm0064415","Boys Will Be Boys","Boys Will Be Boys","1935","Comedy"
"tt0026177","nm0166730","Captured in Chinatown","Captured in Chinatown","1935","Crime,Mystery,Romance"
"tt0028417","nm0662032","Troubled Waters","Troubled Waters","1936","Crime,Mystery"
"tt0028425","nm0737053","Twice Branded","Twice Branded","1936","Crime,Drama"
"tt0028483","nm0763798","We Went to College","We Went to College","1936","Comedy"
"tt0028524","nm0869645","Black Eyes","Les yeux noirs","1935","Drama"
"tt0028531","nm0350583","Zivatar Kemenespusztán","Zivatar Kemenespusztán","1936",NULL
"tt0028573","nm0302143","Rebel Souls","Almas rebeldes","1937","Adventure,Western"
"tt0028581","\N","Aragón 1937","Aragón 1937","1937","Documentary,Short,War"
"tt0028600","nm0924901","Back to the Woods","Back to the Woods","1937","Comedy,Short,Western"
"tt0028711","nm0809467","The Cherokee Strip","The Cherokee Strip","1937","Action,Music,Western"
"tt0028874","nm0517659","First Lady","First Lady","1937","Comedy"
"tt0028877","nm0711859","Fizessen, nagysád!","Fizessen, nagysád!","1937","Comedy"
"tt0028947","nm0520419","Goofs and Saddles","Goofs and Saddles","1937","Comedy,Short,Western"
"tt0028967","nm0627864","Gun Lords of Stirrup Basin","Gun Lords of Stirrup Basin","1937","Western"
"tt0029010","nm0000923","Hollywood Hotel","Hollywood Hotel","1937","Comedy,Musical,Romance"
"tt0029015","nm0898160","Hombres del porvenir","Hombres del porvenir","1937","Documentary,Short,War"
"tt0029029","nm0649577","Hoy hace un año","Hoy hace un año","1937","Documentary,Short,War"
"tt0029079","nm0609595,nm0325670","The Cantor's Son","The Cantor's Son","1937","Drama,Musical"
"tt0029130","nm0532187","The Legion of Missing Men","The Legion of Missing Men","1937","Action,Adventure,Romance"
"tt0029160","nm0928214","Girl in the Street","London Melody","1937","Drama,Music,Romance"
"tt0029171","nm0498174","A Night of Terror","Love from a Stranger","1937","Drama,Mystery,Romance"
"tt0029207","nm0823864","The Mandarin Mystery","The Mandarin Mystery","1936","Comedy,Crime,Mystery"
"tt0029226","nm0456281","My Friend Barbara","Meine Freundin Barbara","1937","Comedy"
"tt0029313","nm0538966","Nina non far la stupida","Nina non far la stupida","1937",NULL
"tt0029322","nm0920074","Nothing Sacred","Nothing Sacred","1937","Comedy,Drama,Romance"
"tt0029355","nm0455938","Ôsaka natsu no jin","Ôsaka natsu no jin","1937","Drama"
"tt0029363","nm0774325","Outlaws of the Orient","Outlaws of the Orient","1937","Action,Adventure,Drama"
"tt0029373","nm0437356","Paradise Express","Paradise Express","1937","Action,Adventure,Crime"
"tt0029395","nm0886754","Personal Property","Personal Property","1937","Comedy,Romance"
"tt0029431","nm0850895","Porky's Romance","Porky's Romance","1937","Animation,Comedy,Family"
"tt0029476","nm0141085","Reported Missing","Reported Missing","1937","Thriller"
"tt0029528","nm0532187","Sea Racketeers","Sea Racketeers","1937","Crime,Drama"
"tt0029553","nm0681635","The Sheik Steps Out","The Sheik Steps Out","1937","Musical"
"tt0029554","nm0386785","Ship's Concert","Ship's Concert","1937","Musical,Short"
"tt0029596","nm0712748","Special Agent K-7","Special Agent K-7","1936","Action,Crime,Mystery"
"tt0029624","nm0293989","Sweet Sioux","Sweet Sioux","1937","Animation,Comedy,Family"
"tt0029678","nm0673418","La toma de Bilbao","La toma de Bilbao","1937","Documentary,Short,War"
"tt0029682","nm0572851","Topper","Topper","1937","Comedy,Fantasy,Romance"
"tt0029702","nm0005847","Two Wise Maids","Two Wise Maids","1937","Drama"
"tt0030164","nm0292134","Fury Below","Fury Below","1936","Action,Crime,Drama"
"tt0026195","nm0853028","Chandu on the Magic Island","Chandu on the Magic Island","1935","Adventure,Fantasy"
"tt0026255","nm0160280","Dame Shy","Dame Shy","1935","Comedy,Short"
"tt0026300","nm0239628","Granitsa","Granitsa","1935","Drama"
"tt0026354","nm0292134","Fighting Pioneers","Fighting Pioneers","1935","Action,Adventure,Western"
"tt0026355","nm0783461","Fighting Shadows","Fighting Shadows","1935","Western"
"tt0026357","\N","Filigranas de Ouro","Filigranas de Ouro","1935",NULL
"tt0026363","nm0332539","The Flame Within","The Flame Within","1935","Drama"
"tt0026381","nm0358213,nm0453245","Freckles","Freckles","1935","Drama"
"tt0026386","nm0523893,nm0763798","Frisco Waterfront","Frisco Waterfront","1935","Drama"
"tt0026399","nm0681157","El gato montés","El gato montés","1936",NULL
"tt0026414","nm0003836","The Girl in the Crowd","The Girl in the Crowd","1935","Comedy"
"tt0026424","nm0943758","The Good Fairy","The Good Fairy","1935","Comedy,Romance"
"tt0026480","nm0485647","Hold 'Em Yale","Hold 'Em Yale","1935","Comedy,Sport"
"tt0026513","nm0281487","I Wished on the Moon","I Wished on the Moon","1935","Animation,Music,Short"
"tt0026522","nm0400638","The Improper Duchess","The Improper Duchess","1936","Comedy"
"tt0026541","nm0853028","The Ivory-Handled Gun","The Ivory-Handled Gun","1935","Western"
"tt0026582","nm0466691,nm0111075","The Red Village","Zolotye ogni","1935","Drama"
"tt0026591","nm0250038","The Lad","The Lad","1935","Comedy"
"tt0026615","nm0071560","Lawless Riders","Lawless Riders","1935","Action,Adventure,Music"
"tt0026644","nm0097648","Living on Velvet","Living on Velvet","1935","Drama,Romance"
"tt0026650","nm0712748","Loser's End","Loser's End","1935","Romance,Western"
"tt0026651","nm0363414,nm0411208","The Lost Chick","The Lost Chick","1935","Animation,Short"
"tt0026666","nm0287506","Maestro Landi","Maestro Landi","1935",NULL
"tt0026668","nm0172485","Make a Million","Make a Million","1935","Comedy"
"tt0026682","nm0003226","Maria no Oyuki","Maria no Oyuki","1935","Drama,War"
"tt0026691","nm0568915","Maybe It's Love","Maybe It's Love","1935","Comedy,Romance"
"tt0026732","nm0578933","Moura","Moura","1935","Documentary"
"tt0026772","nm0474631,nm0568984","The New Adventures of Tarzan","The New Adventures of Tarzan","1935","Action,Adventure"
"tt0026811","nm0524995","Old Man Rhythm","Old Man Rhythm","1935","Comedy,Musical"
"tt0026812","nm0412650","Old Mother Hubbard","Old Mother Hubbard","1935","Animation,Comedy,Short"
"tt0026842","nm0006943","Palooka from Paducah","Palooka from Paducah","1935","Comedy,Short"
"tt0026852","nm0448915","Party Wire","Party Wire","1935","Drama"
"tt0026868","nm0003836","The Phantom Light","The Phantom Light","1935","Mystery,Thriller"
"tt0026978","nm0358213,nm0453245","Seven Keys to Baldpate","Seven Keys to Baldpate","1935","Comedy,Mystery,Romance"
"tt0027033","nm0637790","Splendor","Splendor","1935","Comedy,Romance"
"tt0027041","nm0445033","Stars Over Broadway","Stars Over Broadway","1935","Drama,Musical,Romance"
"tt0027043","nm0921288","Stolen Harmony","Stolen Harmony","1935","Crime,Musical"
"tt0027055","nm0733208","Der Student von Prag","Der Student von Prag","1935",NULL
"tt0027090","nm0184005","Things Are Looking Up","Things Are Looking Up","1935","Comedy"
"tt0027119","nm0409757","Toledo y El Greco","Toledo y El Greco","1935","Documentary,Short"
"tt0027139","nm0437356","Tumbling Tumbleweeds","Tumbling Tumbleweeds","1935","Western"
"tt0027196","nm0744514","West Point of the Air","West Point of the Air","1935","Drama"
"tt0027229","nm0054977","Women Must Dress","Women Must Dress","1935","Comedy,Drama,Romance"
"tt0027279","nm0529313","Along Came Love","Along Came Love","1936","Comedy"
"tt0027325","\N","¡¡Ayuda a Madrid!!","¡¡Ayuda a Madrid!!","1936","Documentary,Short,War"
"tt0027327","nm0549893","The Dancer and the Worker","El bailarín y el trabajador","1936","Comedy"
"tt0027349","nm0003422","Bengal Tiger","Bengal Tiger","1936","Action,Adventure,Drama"
"tt0027385","nm0235066","Bored of Education","Bored of Education","1936","Comedy,Family,Short"
"tt0027536","nm0000813","Don't Look Now","Don't Look Now","1936","Animation,Comedy,Family"
"tt0027564","nm0005847","Easy Money","Easy Money","1936","Crime,Drama,Romance"
"tt0027569","nm0414144","Elmer Elephant","Elmer Elephant","1936","Animation,Comedy,Family"
"tt0027589","nm0332531","Everything Is Rhythm","Everything Is Rhythm","1936","Musical"
"tt0027683","nm0552871","Glückskinder","Glückskinder","1936","Comedy,Musical"
"tt0027703","nm0252388","Nightingale","Grunya Kornakova","1936","Drama"
"tt0027790","nm0269679","If I Were Rich","If I Were Rich","1936",NULL
"tt0027851","nm0909825","Klondike Annie","Klondike Annie","1936","Comedy"
"tt0027886","nm0627864","Lightnin' Bill Carson","Lightnin' Bill Carson","1936","Western"
"tt0027899","nm0281487,nm0460667","Little Swee'pea","Little Swee'pea","1936","Animation,Comedy,Short"
"tt0028076","nm0924901","A Pain in the Pullman","A Pain in the Pullman","1936","Comedy,Short"
"tt0028142","nm0215877","Private Number","Private Number","1936","Drama,Romance"
"tt0028206","nm0059106","Rose Bowl","Rose Bowl","1936","Comedy,Romance,Sport"
"tt0028301","nm0406591,nm0038089","Spöket på Bragehus","Spöket på Bragehus","1936","Comedy"
"tt0028343","nm0005847","Tango","Tango","1936","Drama"
"tt0127838","\N","Sever do Vouga","Sever do Vouga","1936","Documentary"
"tt0128093","nm0578933","Camping na Serra da Arrábida","Camping na Serra da Arrábida","1937","Documentary"
"tt0128169","\N","Douro Pitoresco","Douro Pitoresco","1936","Documentary"
"tt0128182","nm0044541","Embaixada dos Portugueses do Brasil","Embaixada dos Portugueses do Brasil","1937","Documentary"
"tt0126332","nm0062759","Hearts of Humanity","Hearts of Humanity","1936","Drama"
"tt0128826","\N","Vila Real","Vila Real","1936","Documentary"
"tt0137519","nm0924901","Fibbing Fibbers","Fibbing Fibbers","1936","Comedy,Short"
"tt0127434","\N","Arredores de Torres","Arredores de Torres","1936","Documentary"
"tt0127693","\N","A Mulher Portuguesa Já Faz Desporto","A Mulher Portuguesa Já Faz Desporto","1936","Documentary"
"tt0133289","nm0442519","Cossacks Beyond the Danube","Zaporozhets za Dunayem","1937","Comedy,Musical"
"tt0145176","nm0153713","Oh, What a Knight!","Oh, What a Knight!","1937","Comedy,Short"
"tt0135172","nm0294466","The Broken Earth","The Broken Earth","1936","Drama,Music,Short"
"tt0138758","nm0180261","Rose Hobart","Rose Hobart","1936","Short"
"tt0139723","nm0250038","Vintage Wine","Vintage Wine","1935","Comedy,Romance"
"tt0141765","nm0176470","Os Ranchos de Marco de Canaveses e Amarante","Os Ranchos de Marco de Canaveses e Amarante","1935","Documentary"
"tt0141766","nm0176470","Os Ranchos de Penafiel e Matosinhos","Os Ranchos de Penafiel e Matosinhos","1935","Documentary"
"tt0146632","\N","Doctor Bluebird","Doctor Bluebird","1936","Animation,Comedy,Musical"
"tt0149712","nm0330207,nm0205074","An Arrow Escape","An Arrow Escape","1936","Animation,Short"
"tt0150517","nm0330207,nm0205074","Farmer Al Falfa's Prize Package","Farmer Al Falfa's Prize Package","1936","Animation,Short"
"tt0152110","nm0319013","Putting on the Dog","Putting on the Dog","1935","Animation,Short"
"tt0152417","nm0012540","Shoke Dilruba","Shoke Dilruba","1936",NULL
"tt0151215","nm0608487,nm0856056","King Looney XIV","King Looney XIV","1935","Animation,Short"
"tt0192609","nm0158423","Si shi ba xiao shi","Si shi ba xiao shi","1937",NULL
"tt0154111","nm0213940","Abused Confidence","Abus de confiance","1937","Drama"
"tt0154227","nm0022700","Bhishma Pratigna","Bhishma Pratigna","1936",NULL
"tt0159467","nm0914923","Happy Heels","Happy Heels","1936","Comedy,Short"
"tt0169834","nm0303120","E lucean le stelle","E lucean le stelle","1935",NULL
"tt0170068","nm0482742","I Like All the Women","J'aime toutes les femmes","1935",NULL
"tt0179089","nm0239877","L'assaut","L'assaut","1936","Drama"
"tt0189819","nm0173728","La novelletta","La novelletta","1937","Documentary,Short"
"tt0191607","nm0745577","Un coup de rouge","Un coup de rouge","1937","Comedy"
"tt0155095","nm0052331","Ranga Bou","Ranga Bou","1937",NULL
"tt0162427","nm0501094","The Land of Promise","L'Chayim Hadashim","1935","Documentary"
"tt0165357","nm0669840","Landslide","Landslide","1937","Crime"
"tt0172522","nm0777706","Gus Van's Garden Party","Gus Van's Garden Party","1936","Short"
"tt0174519","nm0332531","Bring 'Em Back a Lie","Bring 'Em Back a Lie","1935","Comedy,Sci-Fi,Short"
"tt0186892","nm0895733","Bonequinha de Seda","Bonequinha de Seda","1936","Comedy"
"tt0194316","nm0657928","La rose effeuillée","La rose effeuillée","1937",NULL
"tt0195053","nm0595768","Melodías porteñas","Melodías porteñas","1937",NULL
"tt0197530","nm0745712","O Grito da Mocidade","O Grito da Mocidade","1937","Comedy"
"tt0198045","nm0918048","L'école des vierges","L'école des vierges","1935","Comedy"
"tt0207566","nm0003422,nm0554917","Julieta Buys a Son","Julieta compra un hijo","1935","Comedy"
"tt0201945","nm0160108","Sous la griffe","Sous la griffe","1935",NULL
