" TCONST                                    ","DIRECTORS ","PRIMARYTITLE  ","ORIGINALTITLE","STARTYEAR","GENRES"
"tt0031635","nm0615868","Meet Dr. Christian","Meet Dr. Christian","1939","Drama"
"tt0031639","nm0916125","Mesquite Buckaroo","Mesquite Buckaroo","1939","Action,Drama,Sport"
"tt0031651","nm0560395","Mille chilometri al minuto!","Mille chilometri al minuto!","1939","Comedy"
"tt0031662","nm0005847","Missing Evidence","Missing Evidence","1939","Crime,Drama"
"tt0031686","nm0058270","Murder Is News","Murder Is News","1937","Mystery"
"tt0031701","nm0576940","The Mysterious Miss X","The Mysterious Miss X","1939","Comedy,Crime,Mystery"
"tt0031788","nm0901874","Parkstrasse 13","Parkstrasse 13","1939","Crime,Drama"
"tt0031871","nm0379092","Rollin' Westward","Rollin' Westward","1939","Western"
"tt0031933","nm0520419","Skinny the Moocher","Skinny the Moocher","1939","Comedy,Short"
"tt0031987","nm0631438","Streets of New York","Streets of New York","1939","Action,Crime,Drama"
"tt0032035","nm0625726","The Thundering West","The Thundering West","1939","Western"
"tt0032100","nm0454024","Der vierte kommt nicht","Der vierte kommt nicht","1939","Crime"
"tt0032136","nm0551648","On a heym","On a heym","1939","Drama"
"tt0032336","nm0823864","Chip of the Flying U","Chip of the Flying U","1939","Action,Adventure,Romance"
"tt0033025","nm0342417","Scandal Sheet","Scandal Sheet","1939","Crime,Drama"
"tt0123061","nm0159914","C - Et hjørne af Danmark","C - Et hjørne af Danmark","1938",NULL
"tt0125696","nm0945428","Chushingura (Go)","Chushingura (Go)","1939","Drama"
"tt0126277","nm0329574","Edgar & Goliath","Edgar & Goliath","1937","Comedy,Short"
"tt0127456","\N","Beira-Mar","Beira-Mar","1937","Documentary"
"tt0128462","nm0896675","Serra e Mar","Serra e Mar","1937","Documentary"
"tt0129216","\N","Magazine","Magazine","1939","Documentary"
"tt0130820","nm0314973","A leányvári boszorkány","A leányvári boszorkány","1938","Comedy"
"tt0131438","nm0901874","In geheimer Mission","In geheimer Mission","1938",NULL
"tt0131991","nm0520419","Bury the Hatchet","Bury the Hatchet","1937","Comedy,Short"
"tt0132621","nm0418131","Wer küßt Madeleine?","Wer küßt Madeleine?","1939","Comedy"
"tt0132983","nm0160108","Francis the First","François Premier","1937","Comedy"
"tt0134651","nm0669260","The Fatal Hour","The Fatal Hour","1937","Drama"
"tt0134766","nm0533073","The Knight Is Young","The Knight Is Young","1938","Musical,Romance,Short"
"tt0135163","nm0584778","Birthright","Birthright","1939","Drama"
"tt0136208","nm0583206","Fridericus","Fridericus","1937","Drama"
"tt0139719","nm0876343","Vihtori ja Klaara","Vihtori ja Klaara","1939","Comedy"
"tt0142115","nm0487237","The Big Race","The Big Race","1937","Animation,Short"
"tt0142412","nm0076368","I Was an Adventuress","J'étais une aventurière","1938","Comedy,Drama"
"tt0148411","\N","The Little Lost Sheep","The Little Lost Sheep","1939","Animation,Short"
"tt0148494","nm0332441","Mountain Ears","Mountain Ears","1939","Animation,Short"
"tt0148872","nm0205317","Sing as You Swing","Sing as You Swing","1937","Musical"
"tt0151300","nm0711197","The Last Indian","The Last Indian","1938","Animation,Short"
"tt0151834","nm0711197","One Mouse in a Million","One Mouse in a Million","1939","Animation,Short"
"tt0152012","nm0471837","Pod jednou strechou","Pod jednou strechou","1938",NULL
"tt0152270","nm0522772","Sailor Mouse","Sailor Mouse","1938","Animation,Short"
"tt0153035","nm0205074,nm0711197","The Three Bears","The Three Bears","1939","Animation,Short"
"tt0154504","nm2055188","Flying Ranee","Flying Ranee","1939",NULL
"tt0154751","nm0045943","Kulvadhu","Kulvadhu","1937",NULL
"tt0156275","nm0097882","Alibaba","Alibaba","1937","Comedy,Fantasy"
"tt0156762","nm0097872","Mahageet","Mahageet","1937",NULL
"tt0160073","nm0786607","Breakers Ahead","Breakers Ahead","1938","Drama,Short"
"tt0160514","nm0072872","Marigold","Marigold","1938","Drama"
"tt0160943","nm0002061","Sword of Honour","Sword of Honour","1939","Drama"
"tt0164087","nm0924901","Lodge Night","Lodge Night","1937","Comedy,Short"
"tt0166004","nm0454734","Under a Cloud","Under a Cloud","1937","Crime"
"tt0169253","nm0292134","Songs and Saddles","Songs and Saddles","1938","Action,Adventure,Music"
"tt0170200","nm0160108","The House Across the Street","La maison d'en face","1937","Comedy"
"tt0172335","nm0538189","Doamna de la etajul II","Doamna de la etajul II","1937","Comedy"
"tt0173034","nm0241565","Poveste trista","Poveste trista","1939","Drama,Romance"
"tt0173174","nm0777706","School for Swing","School for Swing","1937","Comedy,Music,Short"
"tt0174217","nm0796126","Smashing the Vice Trust","Smashing the Vice Trust","1937","Drama"
"tt0175487","nm0139151","Blanchette","Blanchette","1937",NULL
"tt0175613","nm0904706","Filosofská historie","Filosofská historie","1938","Drama,Romance"
"tt0175993","nm0532591","Oshibka inzhenera Kochina","Oshibka inzhenera Kochina","1939","Thriller"
"tt0176049","nm0812150","Prisioneros de la tierra","Prisioneros de la tierra","1939","Drama"
"tt0177601","nm0023813","Caminito de Gloria","Caminito de Gloria","1939",NULL
"tt0178263","nm0098621","Bartolo tenía una flauta","Bartolo tenía una flauta","1939",NULL
"tt0182402","nm0006943","Sailor Maid","Sailor Maid","1937","Comedy,Short"
"tt0185265","nm0073209","From the Hills to the Valley","De la sierra al valle","1938","Drama"
"tt0185709","nm0757615","Su último adiós","Su último adiós","1938",NULL
"tt0186403","nm0408033","Numazu heigakkô","Numazu heigakkô","1939",NULL
"tt0188921","nm0274740","Muchachos de la ciudad","Muchachos de la ciudad","1937",NULL
"tt0189497","nm0388913","Electrical Power","Electrical Power","1938","Documentary,Short"
"tt0191129","nm0139151","Les femmes collantes","Les femmes collantes","1938","Comedy"
"tt0191307","nm0220534","Nativa","Nativa","1939",NULL
"tt0191321","nm0078016","Les nouveaux riches","Les nouveaux riches","1938","Comedy"
"tt0191820","nm0581942","La belle revanche","La belle revanche","1939",NULL
"tt0194576","nm0950680","Yun chang xian zi","Yun chang xian zi","1939",NULL
"tt0201542","nm0076368","Le coupable","Le coupable","1937","Drama"
"tt0201779","nm0131891","Mon deputé et sa femme","Mon deputé et sa femme","1937",NULL
"tt0203239","nm0391617,nm0805623","Zborov","Zborov","1938",NULL
"tt0205061","nm0508496","Feng qiu feng","Feng qiu feng","1938",NULL
"tt0205093","nm0890953","Love Commands","Giacomo","1939","Drama"
"tt0206442","nm0917688","Song at Midnight","Ye ban ge sheng","1937","Drama,Horror,Romance"
"tt0208305","nm0470463","Moi rodzice rozwodza sie","Moi rodzice rozwodza sie","1938","Drama"
"tt0209002","nm0500837","Granica","Granica","1938","Drama,Romance"
"tt0211726","nm0508155","An Old Love","Un viejo amor","1938","Drama"
"tt0213809","\N","Ein Lied verklingt","Ein Lied verklingt","1939","Short"
"tt0230365","nm0415274","Jeevan Swapna","Jeevan Swapna","1937",NULL
"tt0247507","nm0621261","Markandeya","Markandeya","1938","Drama,Musical"
"tt0247768","nm0621265","Tenali Raman","Tenali Raman","1938",NULL
"tt0249416","nm0946391","A Buckaroo Broadcast","A Buckaroo Broadcast","1938","Musical,Short,Western"
"tt0253531","nm0671708","Raja Gopichand","Raja Gopichand","1938",NULL
"tt0259200","nm0527688","Aruanã","Aruanã","1938","Documentary"
"tt0267083","nm0714690","Vande Mataram","Vande Mataram","1939","Drama"
"tt0273171","nm0898521","Dharmaveer","Dharmaveer","1937",NULL
"tt0273409","nm0059400","Justice","Adhikar","1938",NULL
"tt0276179","nm0268905","The Final Solution","El hal el akhir","1937","Drama,Romance"
"tt0280738","nm0019328","Highlands People","Highlands People","1938","Documentary"
"tt0283010","nm0062759","Stepping Toes","Stepping Toes","1938","Musical"
"tt0288604","nm0447217","Liberté","Liberté","1938",NULL
"tt0288627","nm0159414","Miarka","Miarka, la fille à l'ourse","1937",NULL
"tt0292609","nm0376221","Night Intruder","Night Intruder","1938","Crime,Drama,Short"
"tt0294343","nm0730905","Beaux and Errors","Beaux and Errors","1938","Comedy,Short"
"tt0304791","nm1097758","Tas parçasi","Tas parçasi","1939","Drama"
"tt0328129","nm0160280","Melody Girl","Melody Girl","1937","Comedy,Musical,Short"
"tt0342435","nm0329574","Fool Coverage","Fool Coverage","1938","Comedy,Short"
"tt0373421","nm0460033","V dome strasí duch","V dome strasí duch","1937","Short"
"tt0377819","\N","Dukhiyari","Dukhiyari","1937",NULL
"tt0396481","nm1291173","Bamanabatar","Bamanabatar","1939","Drama"
"tt0407289","\N","Vice Versa","Vice Versa","1937","Comedy"
"tt0412975","\N","Marshal Your Facts! 2","Marshal Your Facts! 2","1938","Short"
"tt0416102","nm0745890","The Star Reporter","The Star Reporter","1938","Music,Short"
"tt0417261","\N","Whistling in the Dark","Whistling in the Dark","1938","Comedy,Thriller"
"tt0417516","\N","Campbell of Kilmhor","Campbell of Kilmhor","1939","Drama"
"tt0417880","\N","Ladies in Waiting","Ladies in Waiting","1939",NULL
"tt0418834","\N","The Little Father of the Wilderness","The Little Father of the Wilderness","1939","Drama"
"tt0419631","\N","The Charcoal-Burner's Son","The Charcoal-Burner's Son","1939","Family"
"tt0419867","\N","Kaikoku Taro Shin nihon tou banzai","Kaikoku Taro Shin nihon tou banzai","1938","Animation,Short"
"tt0421978","nm2950966,nm1699775","Chiheisen","Chiheisen","1939","Drama"
"tt0442244","nm1834152","Giants of the North","Giants of the North","1937","Documentary,Short"
"tt0446331","nm0901874","Familie auf Bestellung","Familie auf Bestellung","1939","Short"
"tt0450842","nm0901874","Das Schwert des Damokles","Das Schwert des Damokles","1939","Short"
"tt0455231","nm0433292","Wiederseh'n macht Freude","Wiederseh'n macht Freude","1937","Short"
"tt0462358","nm0752193","Im Dienste der Menschheit","Im Dienste der Menschheit","1938","Documentary,Short"
"tt0468114","nm0134954","La serpiente roja","La serpiente roja","1937","Crime"
"tt0490303","nm2116314","Safari","Safari","1939",NULL
"tt0492738","nm1006511","Ptizevadstvoto v Bulgaria","Ptizevadstvoto v Bulgaria","1937","Documentary,Short"
"tt0759756","nm1626516","Das Wort aus Stein","Das Wort aus Stein","1939","Documentary,Short"
"tt0807057","\N","Der Trichter. (Nr. II)","Der Trichter. (Nr. II)","1939","Short"
"tt0820895","nm0914923","Hi-Ho Hollywood","Hi-Ho Hollywood","1938","Comedy,Musical,Short"
"tt0847107","nm2364460","Taki no shiraito","Taki no shiraito","1937",NULL
"tt0876573","nm0408348","Zoku mazô - Ibara Ukon","Zoku mazô - Ibara Ukon","1939",NULL
"tt0896860","nm0817069","Sky Fishing","Sky Fishing","1938","Short"
"tt0896935","nm0160280","Girls Ahoy","Girls Ahoy","1937","Comedy,Short"
"tt0900954","nm2744806","Nagkaisang Landas","Nagkaisang Landas","1939","Drama"
"tt0950637","nm0793646","A Woman's Manners: Part One - Young Girl's Diary","Onna no fûzoku - Dai ichi-wa: Ojôsan no nikki","1939",NULL
"tt0950647","nm0157140","Ren'ai bekarazu tokuhon","Ren'ai bekarazu tokuhon","1937",NULL
"tt0989106","nm0147902","Zwiedzajmy Warszawe","Zwiedzajmy Warszawe","1937","Documentary,Short"
"tt0994930","nm0823864","Screen Snapshots Series 16, No. 9","Screen Snapshots Series 16, No. 9","1937","Documentary,Short"
"tt0994934","nm0823864","Screen Snapshots Series 17, No. 2","Screen Snapshots Series 17, No. 2","1937","Documentary,Short"
"tt0997457","nm1012461","Im Landhaus bei Chikago","Im Landhaus bei Chikago","1937","Short"
"tt1002617","nm2611694,nm0279179","Kalifens hemmelighet","Kalifens hemmelighet","1938","Animation,Short"
"tt0026415","nm0303120","The Life of Giuseppe Verdi","Giuseppe Verdi","1938","Drama"
"tt0027430","nm0096541","Castelo Branco","Castelo Branco","1937","Documentary"
"tt0027941","nm0387791","Talking About Jacqueline","Man spricht über Jacqueline","1937","Drama"
"tt0028547","\N","Abbe","Abbe","1937",NULL
"tt0028582","nm0257638","Arizona Days","Arizona Days","1937","Action,Music,Western"
"tt0028614","nm0383304","Battle of Greed","Battle of Greed","1937","Adventure,Romance,Western"
"tt0028620","nm0872112","The Mountain Calls","Der Berg ruft!","1938","Drama"
"tt0028633","nm0216941","Bilbao para España","Bilbao para España","1937","Documentary,Short,War"
"tt0028704","nm0166996","The Ladies in the Green Hats","Ces dames aux chapeaux verts","1937","Comedy,Drama"
"tt0028722","nm0002179","Clarence","Clarence","1937","Comedy,Family,Romance"
"tt0028751","nm0673023","The Four Corn Patches","Las cuatro milpas","1937","Comedy,Drama,Musical"
"tt0028756","nm0002165","Woman of Malacca","La dame de Malacca","1937","Comedy,Drama"
"tt0028760","nm0102908","Danger Valley","Danger Valley","1937","Western"
"tt0028779","nm0491504,nm0641045","Der var engang en Vicevært","Der var engang en Vicevært","1937","Family"
"tt0028838","nm0237836","España 1936","España 1936","1937","Documentary,Short,War"
"tt0028848","nm0701698","A falu rossza","A falu rossza","1938","Drama"
"tt0028857","nm0113954","Federal Bullets","Federal Bullets","1937","Crime,Drama,Mystery"
"tt0028864","nm0578933","Festa e Ferra em Muge","Festa e Ferra em Muge","1937",NULL
"tt0028875","nm0235066","Fishy Tales","Fishy Tales","1937","Comedy,Family,Short"
"tt0028934","nm0437356","Git Along Little Dogies","Git Along Little Dogies","1937","Comedy,Music,Romance"
"tt0028959","nm0002165","Heart of Paris","Gribouille","1937","Comedy,Drama"
"tt0028987","nm0235066","Hearts Are Thumps","Hearts Are Thumps","1937","Comedy,Family,Short"
"tt0029025","nm0311174","Hotel Kikelet","Hotel Kikelet","1937","Comedy"
"tt0029035","nm0281487,nm0460667","I Likes Babies and Infinks","I Likes Babies and Infinks","1937","Animation,Comedy,Family"
"tt0029043","nm0341486","I'll Take Romance","I'll Take Romance","1937","Musical,Romance"
"tt0029047","nm0454771","In Old Chicago","In Old Chicago","1937","Action,Drama,Musical"
"tt0029056","nm0480046","It Happened in Hollywood","It Happened in Hollywood","1937","Comedy,Drama,Romance"
"tt0029153","nm0363414","Little Ol' Bosko and the Pirates","Little Ol' Bosko and the Pirates","1937","Animation,Comedy,Musical"
"tt0029183","nm0738142","Madrid sufrido y heroico","Madrid sufrido y heroico","1937","Documentary,Short,War"
"tt0029184","nm0657841","Madrid tumba del fascio: Cuarta jornada - Documental número 8","Madrid tumba del fascio: Cuarta jornada - Documental número 8","1937","Documentary,Short,War"
"tt0029257","nm0454790","Modern Inventions","Modern Inventions","1937","Animation,Comedy,Family"
"tt0029283","nm0782707","My Dear Miss Aldrich","My Dear Miss Aldrich","1937","Comedy,Drama"
"tt0029305","nm0470463","Niedorajda","Niedorajda","1937","Comedy"
"tt0029306","nm0235066","Night 'n' Gales","Night 'n' Gales","1937","Comedy,Family,Short"
"tt0029314","nm0945537","Humanity and Paper Balloons","Ninjô kami fûsen","1937","Drama"
"tt0029315","nm0283974","Niños de hoy, hombres de mañana","Niños de hoy, hombres de mañana","1937","Documentary,Short"
"tt0029358","nm0235066","Our Gang Follies of 1938","Our Gang Follies of 1938","1937","Comedy,Family,Musical"
"tt0029479","nm0835105","The Reverse Be My Lot","The Reverse Be My Lot","1937","Drama"
"tt0029542","nm0794973","The Shadow Strikes","The Shadow Strikes","1937","Crime,Film-Noir,Mystery"
"tt0029580","nm0874497","Small Town Boy","Small Town Boy","1937","Comedy,Romance"
"tt0029590","nm0062759","The Song of the Road","The Song of the Road","1937","Drama,Family"
"tt0029591","nm0558127","I Was to Blame","Sono stato io!","1937","Comedy"
"tt0029593","nm0368871","Souls at Sea","Souls at Sea","1937","Action,Adventure"
"tt0029661","nm0782707","The Thirteenth Chair","The Thirteenth Chair","1937","Drama"
"tt0029680","nm0485943,nm0925423,nm0614634","Top of the Town","Top of the Town","1937","Comedy,Music"
"tt0029696","nm0102908","The Trusted Outlaw","The Trusted Outlaw","1937","Action,Adventure,Romance"
"tt0029739","\N","Voluntários da Ordem","Voluntários da Ordem","1937","Documentary"
"tt0029777","nm0003422","Wild Money","Wild Money","1937","Comedy,Drama"
"tt0029779","nm0921288","Wild and Woolly","Wild and Woolly","1937","Comedy,Western"
"tt0029862","nm0763798","Always in Trouble","Always in Trouble","1938","Comedy"
"tt0029892","nm0747844","The Bad Man of Brimstone","The Bad Man of Brimstone","1937","Western"
"tt0029911","nm0652302","Bhabi","Bhabi","1938",NULL
"tt0030031","nm0861703","The Crowd Roars","The Crowd Roars","1938","Action,Drama"
"tt0030075","nm0624756","Double or Quits","Double or Quits","1938","Crime"
"tt0030100","nm0002165","The Curtain Rises","Entrée des artistes","1938","Crime,Drama"
"tt0030211","nm0552609","The Jumping Jack","Der Hampelmann","1938",NULL
"tt0030263","nm0808458","I've Got a Horse","I've Got a Horse","1938","Comedy"
"tt0030282","nm0314705","It's in the Blood","It's in the Blood","1938","Comedy"
"tt0030322","nm0282984","King of Alcatraz","King of Alcatraz","1938","Drama"
"tt0030326","nm0826452","Kleiner Mann - ganz groß!","Kleiner Mann - ganz groß!","1938",NULL
"tt0030371","nm0191899","Little Miss Broadway","Little Miss Broadway","1938","Drama,Musical"
"tt0030372","nm0117275","Little Miss Molly","My Irish Molly","1938","Musical"
"tt0030380","nm0363414","Little Ol' Bosko in Bagdad","Little Ol' Bosko in Bagdad","1938","Animation,Comedy,Musical"
